"PC_w0","PC_w1","PC_w2","PC_AG","PC_NG","PC_SG","PV_w0","PV_w1","PV_w2","PV_AG","PV_GG","error","cv_PC","cv_PV","syn_PC","syn_PV"
"[3, 228]","[3, 143]","[3, 214]","[3, 39]","[3, 161]","[3, 36]","[3, 162]","[3, 71]","[3, 26]","[3, 94]","[3, 223]",0.5665,0,0.01,0.06,0.22
"[3, 136]","[3, 182]","[3, 208]","[3, 113]","[3, 92]","[3, 206]","[3, 100]","[3, 84]","[3, 247]","[3, 60]","[3, 236]",0.5665,0,0.18,0.19,0.26
"[3, 65]","[3, 197]","[3, 71]","[3, 128]","[3, 252]","[3, 77]","[3, 73]","[3, 203]","[3, 193]","[3, 29]","[3, 112]",0.5665,0.01,0.27,0.25,0.29
"[3, 221]","[3, 219]","[3, 107]","[3, 137]","[3, 136]","[3, 107]","[3, 160]","[3, 151]","[3, 60]","[3, 162]","[3, 110]",0.5665,0,0,0.05,0.22
"[3, 141]","[3, 180]","[3, 95]","[3, 20]","[3, 241]","[3, 126]","[3, 207]","[3, 139]","[3, 234]","[3, 28]","[3, 91]",0.567,0,0.15,0.18,0.24
"[3, 203]","[3, 215]","[3, 204]","[3, 164]","[3, 164]","[3, 236]","[3, 238]","[3, 171]","[3, 34]","[3, 163]","[3, 224]",0.567,0,0,0.05,0.22
"[3, 239]","[3, 235]","[3, 247]","[3, 193]","[3, 20]","[3, 36]","[3, 60]","[3, 209]","[3, 102]","[3, 201]","[3, 208]",0.567,0,0.01,0.06,0.22
"[3, 240]","[3, 167]","[3, 107]","[3, 140]","[3, 179]","[3, 24]","[3, 136]","[3, 177]","[3, 100]","[3, 136]","[3, 83]",0.567,0,0.01,0.05,0.23
"[3, 250]","[3, 206]","[3, 27]","[3, 94]","[3, 143]","[3, 245]","[3, 42]","[3, 222]","[3, 96]","[3, 173]","[3, 33]",0.5675,0,0,0.05,0.22
"[3, 139]","[3, 151]","[3, 84]","[3, 209]","[3, 221]","[3, 171]","[3, 20]","[3, 223]","[3, 232]","[3, 134]","[3, 152]",0.5675,0.01,0.28,0.18,0.37
"[3, 234]","[3, 117]","[3, 252]","[3, 56]","[3, 173]","[3, 236]","[3, 196]","[3, 231]","[3, 16]","[3, 45]","[3, 59]",0.568,0,0,0.06,0.22
"[3, 230]","[3, 188]","[3, 172]","[3, 211]","[3, 108]","[3, 79]","[3, 87]","[3, 237]","[3, 47]","[3, 216]","[3, 156]",0.568,0,0,0.04,0.23
"[3, 77]","[3, 127]","[3, 112]","[3, 142]","[3, 179]","[3, 164]","[3, 119]","[3, 169]","[3, 198]","[3, 120]","[3, 236]",0.568,0.01,0.28,0.2,0.36
"[3, 233]","[3, 126]","[3, 36]","[3, 57]","[3, 81]","[3, 206]","[3, 29]","[3, 174]","[3, 175]","[3, 192]","[3, 27]",0.568,0,0,0.05,0.22
"[3, 201]","[3, 208]","[3, 182]","[3, 98]","[3, 134]","[3, 162]","[3, 246]","[3, 45]","[3, 51]","[3, 152]","[3, 129]",0.569,0,0,0.05,0.23
"[3, 224]","[3, 96]","[3, 168]","[3, 226]","[3, 148]","[3, 203]","[3, 65]","[3, 77]","[3, 51]","[3, 228]","[3, 232]",0.569,0,0,0.04,0.23
"[3, 101]","[3, 223]","[3, 108]","[3, 171]","[3, 195]","[3, 234]","[3, 66]","[3, 78]","[3, 117]","[3, 138]","[3, 239]",0.5695,0,0.28,0.18,0.38
"[3, 202]","[3, 234]","[3, 178]","[3, 188]","[3, 76]","[3, 58]","[3, 167]","[3, 197]","[3, 119]","[3, 177]","[3, 18]",0.5695,0,0,0.04,0.23
"[3, 253]","[3, 129]","[3, 235]","[3, 35]","[3, 145]","[3, 122]","[3, 17]","[3, 20]","[3, 20]","[3, 196]","[3, 38]",0.5695,0,0,0.05,0.23
"[3, 153]","[3, 17]","[3, 132]","[3, 176]","[3, 93]","[3, 148]","[3, 220]","[3, 152]","[3, 143]","[3, 78]","[3, 137]",0.57,0.01,0.27,0.18,0.37
"[3, 243]","[3, 121]","[3, 183]","[3, 227]","[3, 203]","[3, 58]","[3, 161]","[3, 39]","[3, 85]","[3, 233]","[3, 107]",0.57,0,0,0.04,0.24
"[3, 233]","[3, 155]","[3, 150]","[3, 27]","[3, 40]","[3, 127]","[3, 45]","[3, 63]","[3, 56]","[3, 61]","[3, 27]",0.57,0,0,0.06,0.22
"[3, 180]","[3, 83]","[3, 141]","[3, 115]","[3, 180]","[3, 191]","[3, 230]","[3, 78]","[3, 236]","[3, 108]","[3, 110]",0.5705,0.03,0.22,0.17,0.36
"[3, 217]","[3, 147]","[3, 56]","[3, 112]","[3, 106]","[3, 144]","[3, 182]","[3, 146]","[3, 92]","[3, 216]","[3, 87]",0.5705,0,0,0.05,0.23
"[3, 238]","[3, 134]","[3, 15]","[3, 224]","[3, 103]","[3, 43]","[3, 213]","[3, 83]","[3, 36]","[3, 219]","[3, 113]",0.571,0,0,0.05,0.24
"[3, 254]","[3, 59]","[3, 94]","[3, 153]","[3, 180]","[3, 65]","[3, 140]","[3, 141]","[3, 227]","[3, 184]","[3, 52]",0.571,0,0,0.05,0.24
"[3, 235]","[3, 51]","[3, 185]","[3, 64]","[3, 101]","[3, 136]","[3, 96]","[3, 98]","[3, 186]","[3, 148]","[3, 69]",0.571,0,0.01,0.07,0.23
"[3, 72]","[3, 189]","[3, 27]","[3, 131]","[3, 58]","[3, 194]","[3, 141]","[3, 82]","[3, 208]","[3, 176]","[3, 214]",0.5715,0,0.31,0.2,0.4
"[3, 227]","[3, 66]","[3, 201]","[3, 221]","[3, 34]","[3, 126]","[3, 37]","[3, 127]","[3, 153]","[3, 129]","[3, 15]",0.572,0.04,0.05,0.08,0.29
"[3, 218]","[3, 77]","[3, 166]","[3, 104]","[3, 220]","[3, 38]","[3, 146]","[3, 99]","[3, 113]","[3, 176]","[3, 117]",0.572,0.01,0.02,0.08,0.24
"[3, 183]","[3, 48]","[3, 132]","[3, 158]","[3, 171]","[3, 51]","[3, 108]","[3, 234]","[3, 118]","[3, 65]","[3, 89]",0.5725,0.04,0.26,0.17,0.42
"[3, 239]","[3, 39]","[3, 235]","[3, 184]","[3, 247]","[3, 139]","[3, 251]","[3, 208]","[3, 24]","[3, 100]","[3, 78]",0.573,0.01,0.02,0.07,0.24
"[3, 227]","[3, 170]","[3, 161]","[3, 73]","[3, 232]","[3, 109]","[3, 77]","[3, 155]","[3, 224]","[3, 172]","[3, 27]",0.5735,0,0,0.05,0.24
"[3, 231]","[3, 193]","[3, 218]","[3, 203]","[3, 219]","[3, 228]","[3, 145]","[3, 156]","[3, 40]","[3, 205]","[3, 74]",0.5735,0,0,0.05,0.25
"[3, 246]","[3, 75]","[3, 63]","[3, 99]","[3, 19]","[3, 24]","[3, 56]","[3, 126]","[3, 39]","[3, 231]","[3, 179]",0.5735,0,0,0.05,0.24
"[3, 152]","[3, 232]","[3, 170]","[3, 197]","[3, 230]","[3, 84]","[3, 129]","[3, 162]","[3, 33]","[3, 43]","[3, 250]",0.574,0.05,1.74,0.2,0.4
"[3, 252]","[3, 134]","[3, 122]","[3, 238]","[3, 122]","[3, 62]","[3, 35]","[3, 119]","[3, 65]","[3, 134]","[3, 40]",0.5745,0,0,0.05,0.25
"[3, 226]","[3, 65]","[3, 254]","[3, 115]","[3, 150]","[3, 176]","[3, 248]","[3, 254]","[3, 159]","[3, 121]","[3, 17]",0.5745,0.01,0.07,0.08,0.3
"[3, 225]","[3, 78]","[3, 111]","[3, 44]","[3, 247]","[3, 242]","[3, 125]","[3, 248]","[3, 71]","[3, 244]","[3, 182]",0.5745,0,0,0.06,0.24
"[3, 219]","[3, 228]","[3, 19]","[3, 112]","[3, 145]","[3, 73]","[3, 70]","[3, 15]","[3, 93]","[3, 198]","[3, 44]",0.5745,0,0,0.04,0.25
"[3, 184]","[3, 250]","[3, 39]","[3, 237]","[3, 87]","[3, 164]","[3, 122]","[3, 200]","[3, 130]","[3, 174]","[3, 242]",0.575,0.04,0.26,0.18,0.42
"[3, 115]","[3, 240]","[3, 195]","[3, 39]","[3, 192]","[3, 48]","[3, 65]","[3, 83]","[3, 69]","[3, 92]","[3, 234]",0.5755,0,0.29,0.19,0.4
"[3, 237]","[3, 139]","[3, 161]","[3, 208]","[3, 154]","[3, 97]","[3, 232]","[3, 210]","[3, 43]","[3, 221]","[3, 62]",0.5755,0,0,0.05,0.25
"[3, 114]","[3, 161]","[3, 42]","[3, 218]","[3, 254]","[3, 32]","[3, 156]","[3, 17]","[3, 62]","[3, 65]","[3, 194]",0.576,0,0.26,0.18,0.38
"[3, 146]","[3, 59]","[3, 253]","[3, 67]","[3, 34]","[3, 173]","[3, 21]","[3, 226]","[3, 170]","[3, 228]","[3, 179]",0.576,0.3,0.04,0.14,0.5
"[3, 254]","[3, 73]","[3, 135]","[3, 57]","[3, 213]","[3, 178]","[3, 70]","[3, 92]","[3, 201]","[3, 186]","[3, 35]",0.5765,0,0,0.05,0.26
"[3, 127]","[3, 127]","[3, 23]","[3, 146]","[3, 132]","[3, 86]","[3, 77]","[3, 58]","[3, 228]","[3, 65]","[3, 65]",0.5765,0,0.24,0.19,0.36
"[3, 238]","[3, 147]","[3, 229]","[3, 113]","[3, 45]","[3, 147]","[3, 160]","[3, 151]","[3, 139]","[3, 254]","[3, 111]",0.577,0,0,0.06,0.25
"[3, 217]","[3, 204]","[3, 182]","[3, 228]","[3, 205]","[3, 163]","[3, 236]","[3, 168]","[3, 127]","[3, 249]","[3, 96]",0.577,0,0,0.05,0.26
"[3, 243]","[3, 164]","[3, 137]","[3, 159]","[3, 195]","[3, 105]","[3, 231]","[3, 199]","[3, 181]","[3, 252]","[3, 15]",0.5775,0,0,0.04,0.27
"[3, 242]","[3, 170]","[3, 35]","[3, 204]","[3, 123]","[3, 240]","[3, 45]","[3, 180]","[3, 120]","[3, 166]","[3, 30]",0.5775,0,0,0.05,0.26
"[3, 215]","[3, 236]","[3, 141]","[3, 64]","[3, 73]","[3, 43]","[3, 246]","[3, 27]","[3, 106]","[3, 223]","[3, 113]",0.5785,0,0,0.06,0.25
"[3, 241]","[3, 145]","[3, 73]","[3, 137]","[3, 154]","[3, 206]","[3, 204]","[3, 238]","[3, 56]","[3, 143]","[3, 88]",0.579,0,0,0.05,0.26
"[3, 225]","[3, 147]","[3, 38]","[3, 77]","[3, 93]","[3, 49]","[3, 145]","[3, 215]","[3, 35]","[3, 226]","[3, 82]",0.579,0,0,0.05,0.26
"[3, 193]","[3, 87]","[3, 251]","[3, 135]","[3, 237]","[3, 252]","[3, 148]","[3, 199]","[3, 161]","[3, 203]","[3, 217]",0.5795,0.06,0.23,0.16,0.44
"[3, 236]","[3, 15]","[3, 243]","[3, 211]","[3, 18]","[3, 59]","[3, 133]","[3, 105]","[3, 166]","[3, 126]","[3, 239]",0.5805,0.23,2.1,0.15,0.3
"[3, 180]","[3, 230]","[3, 150]","[3, 244]","[3, 148]","[3, 59]","[3, 82]","[3, 249]","[3, 208]","[3, 173]","[3, 200]",0.581,0.03,0.2,0.17,0.38
"[3, 70]","[3, 161]","[3, 138]","[3, 19]","[3, 241]","[3, 24]","[3, 138]","[3, 171]","[3, 25]","[3, 54]","[3, 179]",0.581,0.02,0.11,0.46,0
"[3, 205]","[3, 165]","[3, 144]","[3, 49]","[3, 48]","[3, 206]","[3, 68]","[3, 121]","[3, 26]","[3, 209]","[3, 16]",0.5815,0,0,0.06,0.27
"[3, 203]","[3, 124]","[3, 15]","[3, 27]","[3, 224]","[3, 68]","[3, 233]","[3, 148]","[3, 15]","[3, 17]","[3, 203]",0.5815,0.06,0.18,0.17,0.4
"[3, 195]","[3, 98]","[3, 254]","[3, 31]","[3, 94]","[3, 239]","[3, 137]","[3, 26]","[3, 134]","[3, 179]","[3, 234]",0.5815,0.04,0.24,0.17,0.44
"[3, 190]","[3, 183]","[3, 147]","[3, 242]","[3, 178]","[3, 128]","[3, 104]","[3, 119]","[3, 72]","[3, 154]","[3, 131]",0.582,0.11,0.37,0.21,0.6
"[3, 91]","[3, 168]","[3, 242]","[3, 233]","[3, 131]","[3, 195]","[3, 136]","[3, 239]","[3, 118]","[3, 89]","[3, 249]",0.582,0,0.17,0.17,0.33
"[3, 227]","[3, 124]","[3, 74]","[3, 79]","[3, 88]","[3, 249]","[3, 206]","[3, 215]","[3, 129]","[3, 230]","[3, 17]",0.5825,0,0,0.05,0.28
"[3, 73]","[3, 83]","[3, 46]","[3, 61]","[3, 201]","[3, 29]","[3, 66]","[3, 132]","[3, 69]","[3, 102]","[3, 50]",0.5825,0.14,1.47,0.3,0.69
"[3, 201]","[3, 247]","[3, 234]","[3, 134]","[3, 239]","[3, 188]","[3, 84]","[3, 223]","[3, 15]","[3, 120]","[3, 102]",0.584,0,0,0.07,0.27
"[3, 194]","[3, 224]","[3, 20]","[3, 165]","[3, 84]","[3, 103]","[3, 17]","[3, 59]","[3, 143]","[3, 217]","[3, 240]",0.5845,0.07,0.22,0.17,0.45
"[3, 248]","[3, 94]","[3, 130]","[3, 81]","[3, 88]","[3, 62]","[3, 87]","[3, 104]","[3, 136]","[3, 184]","[3, 47]",0.585,0.01,0.02,0.06,0.3
"[3, 226]","[3, 171]","[3, 182]","[3, 167]","[3, 86]","[3, 170]","[3, 68]","[3, 39]","[3, 54]","[3, 218]","[3, 98]",0.5855,0.01,0.03,0.07,0.31
"[3, 96]","[3, 196]","[3, 74]","[3, 64]","[3, 19]","[3, 18]","[3, 52]","[3, 157]","[3, 154]","[3, 156]","[3, 235]",0.5855,0,0.25,0.19,0.41
"[3, 187]","[3, 215]","[3, 175]","[3, 224]","[3, 199]","[3, 73]","[3, 48]","[3, 126]","[3, 94]","[3, 93]","[3, 146]",0.586,0.04,0.21,0.18,0.42
"[3, 196]","[3, 110]","[3, 215]","[3, 109]","[3, 203]","[3, 210]","[3, 116]","[3, 108]","[3, 226]","[3, 122]","[3, 87]",0.587,0.06,0.2,0.16,0.45
"[3, 70]","[3, 242]","[3, 173]","[3, 43]","[3, 97]","[3, 160]","[3, 20]","[3, 48]","[3, 135]","[3, 130]","[3, 206]",0.5875,0,0.26,0.2,0.41
"[3, 197]","[3, 25]","[3, 35]","[3, 73]","[3, 206]","[3, 29]","[3, 36]","[3, 195]","[3, 91]","[3, 76]","[3, 118]",0.5875,0.06,0.21,0.17,0.46
"[3, 184]","[3, 135]","[3, 185]","[3, 87]","[3, 191]","[3, 229]","[3, 58]","[3, 31]","[3, 112]","[3, 120]","[3, 182]",0.588,0.04,0.22,0.17,0.44
"[3, 66]","[3, 170]","[3, 53]","[3, 24]","[3, 56]","[3, 128]","[3, 19]","[3, 251]","[3, 105]","[3, 201]","[3, 202]",0.588,0.02,0.14,0.51,0
"[3, 168]","[3, 130]","[3, 85]","[3, 142]","[3, 183]","[3, 165]","[3, 157]","[3, 242]","[3, 94]","[3, 61]","[3, 17]",0.589,0.12,0.34,0.2,0.61
"[3, 143]","[3, 138]","[3, 80]","[3, 144]","[3, 44]","[3, 71]","[3, 27]","[3, 21]","[3, 134]","[3, 24]","[3, 70]",0.5895,0.01,0.11,0.18,0.3
"[3, 147]","[3, 227]","[3, 120]","[3, 102]","[3, 74]","[3, 152]","[3, 218]","[3, 248]","[3, 125]","[3, 79]","[3, 135]",0.59,0.01,0.19,0.18,0.38
"[3, 238]","[3, 67]","[3, 54]","[3, 239]","[3, 50]","[3, 135]","[3, 123]","[3, 81]","[3, 88]","[3, 183]","[3, 200]",0.5905,0,0.01,0.07,0.3
"[3, 102]","[3, 211]","[3, 201]","[3, 237]","[3, 152]","[3, 103]","[3, 82]","[3, 127]","[3, 105]","[3, 36]","[3, 113]",0.5905,0,0.16,0.18,0.34
"[3, 193]","[3, 93]","[3, 87]","[3, 242]","[3, 40]","[3, 180]","[3, 210]","[3, 253]","[3, 68]","[3, 76]","[3, 124]",0.592,0.06,0.2,0.16,0.46
"[3, 192]","[3, 121]","[3, 224]","[3, 99]","[3, 33]","[3, 209]","[3, 93]","[3, 155]","[3, 18]","[3, 133]","[3, 210]",0.593,0.13,0.18,0.13,0.55
"[3, 101]","[3, 143]","[3, 168]","[3, 86]","[3, 181]","[3, 254]","[3, 175]","[3, 135]","[3, 207]","[3, 213]","[3, 233]",0.5935,0.03,0.22,0.2,0.42
"[3, 187]","[3, 153]","[3, 27]","[3, 151]","[3, 239]","[3, 89]","[3, 85]","[3, 246]","[3, 248]","[3, 92]","[3, 63]",0.594,0.05,0.23,0.18,0.47
"[3, 89]","[3, 174]","[3, 203]","[3, 154]","[3, 63]","[3, 241]","[3, 80]","[3, 67]","[3, 222]","[3, 207]","[3, 218]",0.594,0,0.21,0.19,0.4
"[3, 83]","[3, 74]","[3, 221]","[3, 226]","[3, 127]","[3, 48]","[3, 172]","[3, 20]","[3, 142]","[3, 73]","[3, 109]",0.594,0,0.22,0.2,0.4
"[3, 101]","[3, 37]","[3, 238]","[3, 172]","[3, 232]","[3, 95]","[3, 23]","[3, 201]","[3, 142]","[3, 157]","[3, 232]",0.5955,0,0.21,0.19,0.4
"[3, 130]","[3, 52]","[3, 36]","[3, 121]","[3, 249]","[3, 75]","[3, 21]","[3, 129]","[3, 24]","[3, 40]","[3, 188]",0.5955,0,0.22,0.18,0.42
"[3, 159]","[3, 147]","[3, 176]","[3, 110]","[3, 169]","[3, 62]","[3, 180]","[3, 247]","[3, 130]","[3, 19]","[3, 186]",0.596,0.01,0.04,0.17,0.26
"[3, 129]","[3, 103]","[3, 245]","[3, 161]","[3, 95]","[3, 192]","[3, 46]","[3, 73]","[3, 155]","[3, 28]","[3, 210]",0.596,0,0.07,0.18,0.27
"[3, 198]","[3, 215]","[3, 67]","[3, 233]","[3, 212]","[3, 235]","[3, 37]","[3, 46]","[3, 138]","[3, 219]","[3, 73]",0.596,0,0.01,0.07,0.32
"[3, 78]","[3, 61]","[3, 105]","[3, 22]","[3, 39]","[3, 251]","[3, 252]","[3, 251]","[3, 45]","[3, 84]","[3, 69]",0.596,0.06,0.42,0.25,0.62
"[3, 126]","[3, 167]","[3, 225]","[3, 165]","[3, 65]","[3, 249]","[3, 40]","[3, 152]","[3, 115]","[3, 17]","[3, 212]",0.596,0,0.05,0.18,0.25
"[3, 142]","[3, 17]","[3, 183]","[3, 191]","[3, 251]","[3, 251]","[3, 79]","[3, 171]","[3, 106]","[3, 41]","[3, 237]",0.596,0.01,0.09,0.18,0.3
"[3, 145]","[3, 114]","[3, 151]","[3, 82]","[3, 191]","[3, 59]","[3, 209]","[3, 241]","[3, 198]","[3, 111]","[3, 132]",0.598,0.01,0.16,0.18,0.38
"[3, 126]","[3, 76]","[3, 126]","[3, 198]","[3, 73]","[3, 32]","[3, 59]","[3, 119]","[3, 183]","[3, 116]","[3, 155]",0.5985,0,0.16,0.17,0.38
"[3, 144]","[3, 205]","[3, 223]","[3, 172]","[3, 17]","[3, 113]","[3, 222]","[3, 107]","[3, 36]","[3, 205]","[3, 43]",0.599,0.15,0.37,0.25,0.66
"[3, 91]","[3, 206]","[3, 145]","[3, 53]","[3, 188]","[3, 205]","[3, 130]","[3, 202]","[3, 195]","[3, 194]","[3, 235]",0.5995,0,0.18,0.19,0.39
"[3, 128]","[3, 119]","[3, 73]","[3, 136]","[3, 38]","[3, 38]","[3, 73]","[3, 186]","[3, 115]","[3, 131]","[3, 226]",0.5995,0,0.17,0.18,0.39
"[3, 63]","[3, 100]","[3, 248]","[3, 93]","[3, 90]","[3, 230]","[3, 54]","[3, 75]","[3, 121]","[3, 119]","[3, 50]",0.6,0.02,0,0.42,0
"[3, 63]","[3, 107]","[3, 228]","[3, 101]","[3, 134]","[3, 43]","[3, 158]","[3, 183]","[3, 128]","[3, 63]","[3, 30]",0.6,0.02,0,0.42,0
"[3, 63]","[3, 216]","[3, 237]","[3, 83]","[3, 176]","[3, 48]","[3, 122]","[3, 176]","[3, 187]","[3, 139]","[3, 166]",0.6,0.02,0,0.42,0
"[3, 63]","[3, 26]","[3, 96]","[3, 83]","[3, 98]","[3, 242]","[3, 203]","[3, 92]","[3, 236]","[3, 53]","[3, 207]",0.6,0.02,0,0.42,0
"[3, 95]","[3, 43]","[3, 103]","[3, 214]","[3, 206]","[3, 104]","[3, 47]","[3, 52]","[3, 157]","[3, 100]","[3, 134]",0.6005,0,0.2,0.19,0.41
"[3, 131]","[3, 157]","[3, 97]","[3, 167]","[3, 101]","[3, 108]","[3, 204]","[3, 113]","[3, 230]","[3, 149]","[3, 151]",0.601,0,0.16,0.18,0.39
"[3, 148]","[3, 173]","[3, 81]","[3, 150]","[3, 81]","[3, 52]","[3, 246]","[3, 248]","[3, 125]","[3, 24]","[3, 187]",0.6015,0.01,0.04,0.18,0.27
"[3, 114]","[3, 248]","[3, 82]","[3, 222]","[3, 208]","[3, 47]","[3, 94]","[3, 36]","[3, 248]","[3, 193]","[3, 185]",0.603,0,0.17,0.18,0.4
"[3, 64]","[3, 46]","[3, 123]","[3, 172]","[3, 151]","[3, 122]","[3, 222]","[3, 160]","[3, 32]","[3, 47]","[3, 251]",0.603,0.03,0.11,0.56,0
"[3, 201]","[3, 83]","[3, 233]","[3, 38]","[3, 253]","[3, 159]","[3, 131]","[3, 222]","[3, 128]","[3, 201]","[3, 198]",0.603,0.06,0.19,0.16,0.5
"[3, 198]","[3, 120]","[3, 208]","[3, 16]","[3, 198]","[3, 182]","[3, 150]","[3, 225]","[3, 126]","[3, 102]","[3, 108]",0.6045,0.04,0.2,0.17,0.48
"[3, 99]","[3, 154]","[3, 240]","[3, 163]","[3, 160]","[3, 16]","[3, 139]","[3, 15]","[3, 153]","[3, 170]","[3, 243]",0.606,0,0.16,0.19,0.4
"[3, 170]","[3, 133]","[3, 60]","[3, 150]","[3, 184]","[3, 146]","[3, 184]","[3, 130]","[3, 149]","[3, 66]","[3, 88]",0.606,0.01,0.12,0.17,0.39
"[3, 62]","[3, 137]","[3, 143]","[3, 213]","[3, 120]","[3, 81]","[3, 180]","[3, 34]","[3, 15]","[3, 221]","[3, 183]",0.6065,0.02,0,0.44,0
"[3, 107]","[3, 105]","[3, 50]","[3, 179]","[3, 151]","[3, 96]","[3, 242]","[3, 61]","[3, 180]","[3, 195]","[3, 237]",0.6065,0,0.15,0.18,0.39
"[3, 63]","[3, 72]","[3, 151]","[3, 133]","[3, 94]","[3, 202]","[3, 116]","[3, 91]","[3, 74]","[3, 202]","[3, 19]",0.6065,0.02,0,0.44,0
"[3, 65]","[3, 227]","[3, 166]","[3, 194]","[3, 149]","[3, 178]","[3, 72]","[3, 148]","[3, 86]","[3, 85]","[3, 190]",0.6075,0,0.25,0.23,0.46
"[3, 191]","[3, 218]","[3, 90]","[3, 165]","[3, 151]","[3, 95]","[3, 38]","[3, 178]","[3, 151]","[3, 192]","[3, 176]",0.608,0.04,0.2,0.18,0.49
"[3, 63]","[3, 96]","[3, 232]","[3, 226]","[3, 104]","[3, 122]","[3, 48]","[3, 209]","[3, 85]","[3, 190]","[3, 28]",0.61,0.02,0,0.46,0
"[3, 175]","[3, 110]","[3, 174]","[3, 95]","[3, 67]","[3, 136]","[3, 114]","[3, 151]","[3, 197]","[3, 153]","[3, 167]",0.61,0.02,0.12,0.18,0.4
"[3, 191]","[3, 232]","[3, 64]","[3, 139]","[3, 225]","[3, 59]","[3, 135]","[3, 189]","[3, 172]","[3, 136]","[3, 81]",0.6105,0.04,0.19,0.17,0.5
"[3, 159]","[3, 245]","[3, 168]","[3, 250]","[3, 134]","[3, 127]","[3, 189]","[3, 146]","[3, 151]","[3, 89]","[3, 116]",0.611,0.01,0.13,0.17,0.41
"[3, 64]","[3, 38]","[3, 194]","[3, 79]","[3, 233]","[3, 109]","[3, 165]","[3, 57]","[3, 57]","[3, 118]","[3, 31]",0.611,0.02,0.12,0.58,0
"[3, 196]","[3, 71]","[3, 150]","[3, 109]","[3, 40]","[3, 74]","[3, 126]","[3, 228]","[3, 56]","[3, 115]","[3, 170]",0.6115,0.06,0.2,0.17,0.53
"[3, 73]","[3, 154]","[3, 230]","[3, 92]","[3, 107]","[3, 23]","[3, 208]","[3, 27]","[3, 79]","[3, 113]","[3, 241]",0.6115,0.04,0.22,0.22,0.49
"[3, 123]","[3, 156]","[3, 44]","[3, 22]","[3, 78]","[3, 99]","[3, 223]","[3, 101]","[3, 73]","[3, 20]","[3, 145]",0.612,0,0.04,0.18,0.31
"[3, 116]","[3, 162]","[3, 252]","[3, 25]","[3, 231]","[3, 91]","[3, 189]","[3, 146]","[3, 148]","[3, 173]","[3, 169]",0.612,0.08,0.24,0.22,0.55
"[3, 164]","[3, 224]","[3, 172]","[3, 116]","[3, 253]","[3, 82]","[3, 27]","[3, 31]","[3, 148]","[3, 104]","[3, 145]",0.612,0.01,0.11,0.18,0.4
"[3, 173]","[3, 65]","[3, 142]","[3, 189]","[3, 156]","[3, 102]","[3, 77]","[3, 232]","[3, 194]","[3, 197]","[3, 235]",0.6125,0.02,0.16,0.21,0.41
"[3, 184]","[3, 195]","[3, 243]","[3, 146]","[3, 220]","[3, 180]","[3, 104]","[3, 127]","[3, 109]","[3, 197]","[3, 198]",0.613,0.05,0.2,0.17,0.53
"[3, 161]","[3, 66]","[3, 252]","[3, 79]","[3, 95]","[3, 211]","[3, 131]","[3, 156]","[3, 128]","[3, 76]","[3, 85]",0.613,0.06,0.2,0.22,0.5
"[3, 181]","[3, 105]","[3, 201]","[3, 130]","[3, 173]","[3, 42]","[3, 37]","[3, 189]","[3, 215]","[3, 188]","[3, 188]",0.6135,0.03,0.09,0.17,0.41
"[3, 160]","[3, 93]","[3, 171]","[3, 60]","[3, 48]","[3, 88]","[3, 143]","[3, 99]","[3, 248]","[3, 198]","[3, 183]",0.6135,0.01,0.13,0.18,0.41
"[3, 195]","[3, 50]","[3, 78]","[3, 36]","[3, 91]","[3, 107]","[3, 159]","[3, 153]","[3, 90]","[3, 70]","[3, 70]",0.6145,0.04,0.18,0.18,0.5
"[3, 171]","[3, 107]","[3, 242]","[3, 235]","[3, 230]","[3, 37]","[3, 172]","[3, 151]","[3, 225]","[3, 112]","[3, 106]",0.6145,0.02,0.11,0.17,0.41
"[3, 91]","[3, 92]","[3, 183]","[3, 250]","[3, 171]","[3, 222]","[3, 137]","[3, 102]","[3, 174]","[3, 129]","[3, 164]",0.6145,0,0.13,0.19,0.4
"[3, 184]","[3, 245]","[3, 210]","[3, 123]","[3, 172]","[3, 21]","[3, 244]","[3, 92]","[3, 64]","[3, 136]","[3, 188]",0.6155,0.04,0.18,0.18,0.51
"[3, 192]","[3, 122]","[3, 54]","[3, 201]","[3, 48]","[3, 140]","[3, 184]","[3, 110]","[3, 121]","[3, 189]","[3, 178]",0.616,0.05,0.19,0.17,0.53
"[3, 63]","[3, 35]","[3, 219]","[3, 206]","[3, 52]","[3, 238]","[3, 52]","[3, 43]","[3, 138]","[3, 101]","[3, 115]",0.616,0.02,0,0.48,0
"[3, 63]","[3, 51]","[3, 34]","[3, 208]","[3, 196]","[3, 225]","[3, 233]","[3, 39]","[3, 242]","[3, 97]","[3, 193]",0.616,0.02,0,0.48,0
"[3, 139]","[3, 186]","[3, 243]","[3, 156]","[3, 156]","[3, 61]","[3, 251]","[3, 176]","[3, 118]","[3, 140]","[3, 211]",0.616,0.01,0.13,0.18,0.42
"[3, 152]","[3, 213]","[3, 116]","[3, 60]","[3, 66]","[3, 153]","[3, 125]","[3, 214]","[3, 122]","[3, 63]","[3, 95]",0.617,0.02,0.13,0.19,0.43
"[3, 190]","[3, 104]","[3, 111]","[3, 80]","[3, 193]","[3, 121]","[3, 138]","[3, 60]","[3, 52]","[3, 45]","[3, 30]",0.618,0.04,0.17,0.17,0.51
